id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:dewlap
29897949,0ff3ea71-5278-4855-9405-5310b9fa09b2,Thu Jul 25 2019 21:51:37 GMT-0400 (EDT),2019-07-25,2019-07-26 01:51:37 +0000,Eastern Time (US & Canada),302506,techgrl18,Sandra H Statner,2019-07-31 04:23:51 +0000,2021-04-25 14:30:59 +0000,research,CC-BY,https://www.inaturalist.org/observations/29897949,https://inaturalist-open-data.s3.amazonaws.com/photos/46686152/medium.jpg,,"",,2,0,false,3,"3399 NW 47th Ave, Coconut Creek, FL, US",26.2673,-80.1880716667,31,,,,31,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30037367,a535a038-1a47-473d-a3f5-26ce09aacd35,Fri Aug 02 2019 09:18:11 GMT-0400 (EDT),2019-08-02,2019-08-02 13:18:11 +0000,Eastern Time (US & Canada),2013819,jennifer4851,,2019-08-02 13:18:19 +0000,2025-10-19 14:38:17 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/30037367,https://inaturalist-open-data.s3.amazonaws.com/photos/46907768/medium.jpg,,"",,3,0,false,3,"919 N Birch Rd, Fort Lauderdale, FL, US",26.1370367925,-80.1058532905,8,,,,8,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30037386,74675a37-58a6-4570-81f7-387c0c5ed3f1,Fri Aug 02 2019 09:18:38 GMT-0400 (EDT),2019-08-02,2019-08-02 13:18:38 +0000,Eastern Time (US & Canada),2013819,jennifer4851,,2019-08-02 13:18:41 +0000,2019-08-02 21:51:56 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/30037386,https://inaturalist-open-data.s3.amazonaws.com/photos/46907795/medium.jpg,,"",,3,0,false,3,"919 N Birch Rd, Fort Lauderdale, FL, US",26.137021706,-80.1060072468,12,,,,12,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30037406,728f0e07-b85f-4f5b-9488-ed030b2f344c,Fri Aug 02 2019 09:19:18 GMT-0400 (EDT),2019-08-02,2019-08-02 13:19:18 +0000,Eastern Time (US & Canada),2013819,jennifer4851,,2019-08-02 13:19:21 +0000,2019-10-20 20:07:10 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/30037406,https://inaturalist-open-data.s3.amazonaws.com/photos/46907839/medium.jpg,,"",,2,0,false,3,"901 N Birch Rd, Fort Lauderdale, FL, US",26.1368856155,-80.1057613994,48,,,,48,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30037424,4f0ec30a-4ac7-473b-9c13-871f068cf3b9,Fri Aug 02 2019 09:19:42 GMT-0400 (EDT),2019-08-02,2019-08-02 13:19:42 +0000,Eastern Time (US & Canada),2013819,jennifer4851,,2019-08-02 13:19:45 +0000,2019-08-19 05:20:22 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/30037424,https://inaturalist-open-data.s3.amazonaws.com/photos/46907866/medium.jpg,,"",,2,0,false,3,"919 N Birch Rd, Fort Lauderdale, FL, US",26.13705718,-80.1058249927,32,,,,32,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30064425,0c992545-cf2c-4dfa-b294-c058faa345f1,Fri Aug 02 2019 16:59:28 GMT-0400 (EDT),2019-08-02,2019-08-02 20:59:28 +0000,Eastern Time (US & Canada),2013819,jennifer4851,,2019-08-02 20:59:31 +0000,2025-10-19 14:38:50 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/30064425,https://inaturalist-open-data.s3.amazonaws.com/photos/46949252/medium.jpg,,"",,3,0,false,3,"901 N Birch Rd, Fort Lauderdale, FL, US",26.1369405096,-80.1057566116,24,,,,24,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30143828,17398833-cb57-421e-a363-0fd9b70c6506,Sat Aug 03 2019 21:10:21 GMT-0400 (EDT),2019-08-03,2019-08-04 01:10:21 +0000,Eastern Time (US & Canada),1803755,thaish,,2019-08-04 01:11:10 +0000,2019-08-05 11:49:01 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/30143828,https://inaturalist-open-data.s3.amazonaws.com/photos/47077952/medium.jpg,,"",,2,0,false,3,"10758 Garden Ridge Ct, Davie, FL, US",26.0764916667,-80.2904583333,10,,,,10,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30255307,711f375a-5368-4d86-be6e-348f1d95e097,Sat Aug 03 2019 13:31:30 GMT-0400 (EDT),2019-08-03,2019-08-03 17:31:30 +0000,Eastern Time (US & Canada),1815139,stalow89,Stacey,2019-08-05 17:35:40 +0000,2020-01-10 20:55:23 +0000,research,,https://www.inaturalist.org/observations/30255307,https://static.inaturalist.org/photos/47257762/medium.jpg,,"",,2,0,false,3,"NW 47th Pl, Lauderhill, FL, US",26.1837879597,-80.2464314191,307,,,,307,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30339798,7a9b390d-76b6-4183-a1ee-084352a7e6d7,2010/01/13 12:13 PM UTC,2010-01-13,2010-01-13 12:13:00 +0000,UTC,1946899,naturemanish,Manish Patel,2019-08-07 00:22:44 +0000,2019-08-07 04:11:07 +0000,research,,https://www.inaturalist.org/observations/30339798,https://static.inaturalist.org/photos/47394775/medium.jpeg,,"",,2,0,false,,"Riverside Park, Fort Lauderdale, FL, USA",26.1160821266,-80.1648775112,1,,,,1,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30339804,72db56a1-6425-441d-9519-5098b39fbd36,2010/01/13 12:06 PM UTC,2010-01-13,2010-01-13 12:06:00 +0000,UTC,1946899,naturemanish,Manish Patel,2019-08-07 00:22:46 +0000,2019-09-14 04:07:38 +0000,research,,https://www.inaturalist.org/observations/30339804,https://static.inaturalist.org/photos/47394817/medium.jpeg,,"",,4,0,false,,"Riverside Park, Fort Lauderdale, FL, USA",26.1160821266,-80.1648775112,1,,,,1,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30340331,e659a30f-70e0-4f6a-a14e-4dae30da118c,2010/01/11 2:52 PM UTC,2010-01-11,,UTC,1946899,naturemanish,Manish Patel,2019-08-07 00:36:12 +0000,2019-08-07 19:36:29 +0000,research,,https://www.inaturalist.org/observations/30340331,https://static.inaturalist.org/photos/47395954/medium.jpeg,,"",,3,0,false,,"South Fort Lauderdale, Fort Lauderdale, FL, USA",26.1144445594,-80.156314373,31,,,,31,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
30499657,54531325-d96c-42ef-8262-f87b405fa4be,Fri Aug 09 2019 16:03:39 GMT-0400 (EDT),2019-08-09,2019-08-09 20:03:39 +0000,Eastern Time (US & Canada),1788719,theodosischris123,Chris Theodosis,2019-08-09 20:03:47 +0000,2019-08-15 13:19:07 +0000,research,,https://www.inaturalist.org/observations/30499657,https://static.inaturalist.org/photos/47653436/medium.jpg,,"",,2,0,false,3,"3500 Galt Ocean Dr, Fort Lauderdale, FL, US",26.1715124734,-80.098227365,30,,,,30,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31048783,921d36c6-29f0-4a56-a644-4ec18b7a4317,Sat Aug 17 2019 15:38:24 GMT-0400 (EDT),2019-08-17,2019-08-17 19:38:24 +0000,Eastern Time (US & Canada),1938616,raychi,Rachel Robinson,2019-08-18 12:31:34 +0000,2019-08-18 22:40:06 +0000,research,,https://www.inaturalist.org/observations/31048783,https://static.inaturalist.org/photos/48554358/medium.jpg,,"",,2,0,false,3,"NE 6th St, Fort Lauderdale, FL, US",26.1294083333,-80.1404583333,16,,,,16,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31081294,2acf270a-70fd-4424-8303-15ddc4124481,Sun Aug 18 2019 17:30:39 GMT-0400 (EDT),2019-08-18,2019-08-18 21:30:39 +0000,Eastern Time (US & Canada),590287,jh333413,Jenine,2019-08-18 21:35:38 +0000,2019-08-21 01:33:29 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31081294,https://inaturalist-open-data.s3.amazonaws.com/photos/48608702/medium.jpg,,"",,2,0,false,3,"NW 44th St, Lauderhill, FL, US",26.1798680267,-80.2499828087,24,,,,24,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31143363,29c8c186-8c09-49bf-919b-a7bd33e2266c,Mon Aug 19 2019 18:04:01 GMT-0400 (EDT),2019-08-19,2019-08-19 22:04:01 +0000,Eastern Time (US & Canada),1938616,raychi,Rachel Robinson,2019-08-19 22:05:48 +0000,2019-08-22 01:31:30 +0000,research,,https://www.inaturalist.org/observations/31143363,https://static.inaturalist.org/photos/48713228/medium.jpg,,"",,3,0,false,3,"NW 62nd Ct, Coconut Creek, FL, US",26.306005,-80.1739283333,6,,,,6,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31146387,f0bdd719-0e38-49e2-a104-b3585c1fa8c9,Mon Aug 19 2019 19:16:17 GMT-0400 (EDT),2019-08-19,2019-08-19 23:16:17 +0000,Eastern Time (US & Canada),1938616,raychi,Rachel Robinson,2019-08-19 23:17:32 +0000,2019-12-08 18:58:24 +0000,research,,https://www.inaturalist.org/observations/31146387,https://static.inaturalist.org/photos/48718260/medium.jpg,,"",,3,0,false,3,"NE 3rd Ave, Fort Lauderdale, FL, US",26.1329833333,-80.1406778333,24,,,,24,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31365574,b5cf8806-4202-41ce-a2c5-3befaad00678,Fri Aug 23 2019 16:22:17 GMT-0400 (EDT),2019-08-23,2019-08-23 20:22:17 +0000,Eastern Time (US & Canada),2013819,jennifer4851,,2019-08-23 20:22:29 +0000,2025-10-19 14:39:24 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31365574,https://inaturalist-open-data.s3.amazonaws.com/photos/49083966/medium.jpg,,"",,4,0,false,3,"N Birch Rd, Fort Lauderdale, FL, US",26.136820813,-80.1057136055,8,,,,8,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31454684,09b52254-2987-43fa-ac89-9a3df01d2e35,Sat Aug 24 2019 17:25:44 GMT-0400 (EDT),2019-08-24,2019-08-24 21:25:44 +0000,Eastern Time (US & Canada),1938616,raychi,Rachel Robinson,2019-08-25 04:23:01 +0000,2019-08-25 17:17:51 +0000,research,,https://www.inaturalist.org/observations/31454684,https://static.inaturalist.org/photos/49230365/medium.jpg,,"","",3,0,false,3,"NE 2nd Ave, Fort Lauderdale, FL, US",26.1295695,-80.1418833333,48,,,,48,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31567144,94840c68-33a9-47bc-9b03-3a57cb5a3c75,2019-08-26,2019-08-26,,UTC,2119433,wehnermj,,2019-08-26 19:29:16 +0000,2019-08-27 11:09:24 +0000,research,,https://www.inaturalist.org/observations/31567144,https://inaturalist-open-data.s3.amazonaws.com/photos/49416572/medium.jpeg,,"",,3,0,false,333,Fort Lauderdale,26.1030833333,-80.1336833333,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31586338,5b320cf1-cd6b-4dd2-bb62-df349ba64adc,2019-08-26,2019-08-26,,UTC,2119433,wehnermj,,2019-08-27 01:36:22 +0000,2019-08-27 14:40:30 +0000,research,,https://www.inaturalist.org/observations/31586338,https://inaturalist-open-data.s3.amazonaws.com/photos/49449360/medium.jpeg,,"",,3,0,false,333,Fort Lauderdale,26.1030833333,-80.1336833333,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31665961,ad1dfacb-d409-4c1d-9cbc-49bed7bfef94,Wed Aug 28 2019 09:12:56 GMT-0400 (EDT),2019-08-28,2019-08-28 13:12:56 +0000,Eastern Time (US & Canada),2183788,p1ridgleya,,2019-08-28 13:13:13 +0000,2019-08-28 21:08:26 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31665961,https://inaturalist-open-data.s3.amazonaws.com/photos/49583064/medium.jpg,,"",,4,1,false,3,"South Plantation High School, Plantation, FL, US",26.1018483717,-80.2198528838,54,,,,54,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31666099,a0a51255-c35b-459f-8581-d92c11a3045f,Wed Aug 28 2019 09:15:49 GMT-0400 (EDT),2019-08-28,2019-08-28 13:15:49 +0000,Eastern Time (US & Canada),2183784,p1alexandrec,,2019-08-28 13:17:03 +0000,2019-09-08 16:33:54 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31666099,https://inaturalist-open-data.s3.amazonaws.com/photos/49583368/medium.jpg,,"",,3,0,false,3,"South Plantation High School, Plantation, FL, US",26.1018493931,-80.2197700428,24,,,,24,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31670061,2aad9e55-634d-4822-8f40-dbed63e0fde1,Wed Aug 28 2019 10:40:41 GMT-0400 (EDT),2019-08-28,2019-08-28 14:40:41 +0000,Eastern Time (US & Canada),2184172,p2urbinak,,2019-08-28 14:41:13 +0000,2025-06-24 16:44:18 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31670061,https://inaturalist-open-data.s3.amazonaws.com/photos/49589152/medium.jpg,,"",,2,0,false,3,"South Plantation High School, Plantation, FL, US",26.101895462,-80.2192241503,16,,,,16,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31676112,1eb70368-d1c5-4c8c-a266-1f1d11ce9b59,Wed Aug 28 2019 12:32:28 GMT-0400 (EDT),2019-08-28,2019-08-28 16:32:28 +0000,Eastern Time (US & Canada),2184628,p3nicholsonn,,2019-08-28 16:33:06 +0000,2025-06-24 16:44:20 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31676112,https://inaturalist-open-data.s3.amazonaws.com/photos/49599101/medium.jpg,,"",,2,0,false,3,"South Plantation High School, Plantation, FL, US",26.1021575472,-80.2193215583,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31676141,f65282d4-3543-4c63-9946-b85b10fccf88,Wed Aug 28 2019 12:32:12 GMT-0400 (EDT),2019-08-28,2019-08-28 16:32:12 +0000,Eastern Time (US & Canada),2184586,p3mendozag,,2019-08-28 16:33:33 +0000,2025-06-24 16:44:21 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31676141,https://inaturalist-open-data.s3.amazonaws.com/photos/49599210/medium.jpg,,"",,3,0,false,3,"South Plantation High School, Plantation, FL, US",26.1021210097,-80.2192898831,10,,,,10,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31676236,59ab8fc4-e237-4c87-8e2f-31c782736d4a,Wed Aug 28 2019 12:35:01 GMT-0400 (EDT),2019-08-28,2019-08-28 16:35:01 +0000,Eastern Time (US & Canada),2184562,p3flynne,,2019-08-28 16:35:07 +0000,2025-06-24 16:44:22 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31676236,https://inaturalist-open-data.s3.amazonaws.com/photos/49599375/medium.jpg,,"",,2,0,false,3,"South Plantation High School, Plantation, FL, US",26.1021684436,-80.2193462849,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31676448,2ce0066e-4921-4846-8e02-fd851dd2d9bb,Wed Aug 28 2019 12:38:41 GMT-0400 (EDT),2019-08-28,2019-08-28 16:38:41 +0000,Eastern Time (US & Canada),2184591,p3perezy,,2019-08-28 16:38:53 +0000,2019-09-08 16:33:18 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31676448,https://inaturalist-open-data.s3.amazonaws.com/photos/49599811/medium.jpg,,"",,2,0,false,3,"South Plantation High School, Plantation, FL, US",26.1020956832,-80.219108718,33,,,,33,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31676453,c4bf6ecf-b553-40ca-ab54-43b0e58c7927,Wed Aug 28 2019 12:38:04 GMT-0400 (EDT),2019-08-28,2019-08-28 16:38:04 +0000,Eastern Time (US & Canada),2184561,p3swirskyd,,2019-08-28 16:38:58 +0000,2022-11-15 16:45:54 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31676453,https://inaturalist-open-data.s3.amazonaws.com/photos/49599817/medium.jpg,,"",,3,1,false,3,"South Plantation High School, Plantation, FL, US",26.1022437131,-80.2192296088,10,,,,10,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31676479,8e6d5b73-dc8c-4fd8-b65a-5cae140ca2e8,Wed Aug 28 2019 12:35:25 GMT-0400 (EDT),2019-08-28,2019-08-28 16:35:25 +0000,Eastern Time (US & Canada),2184569,p3holders,,2019-08-28 16:39:21 +0000,2025-06-24 16:44:23 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31676479,https://inaturalist-open-data.s3.amazonaws.com/photos/49599858/medium.jpg,,"",,2,0,false,3,"South Plantation High School, Plantation, FL, US",26.1020805,-80.2193133333,8,,,,8,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31676503,0f6d0dc6-a6b0-4e54-826e-8f24a41dc54b,Wed Aug 28 2019 12:34:32 GMT-0400 (EDT),2019-08-28,2019-08-28 16:34:32 +0000,Eastern Time (US & Canada),2184573,p3persaudm,,2019-08-28 16:39:41 +0000,2019-08-31 03:27:07 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31676503,https://inaturalist-open-data.s3.amazonaws.com/photos/49599905/medium.jpg,,"",,3,1,false,3,"South Plantation High School, Plantation, FL, US",26.1021138333,-80.2192833333,9,,,,9,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31676920,3a834633-ee4e-420b-8e17-ed49d9dccd75,2019-08-28 12:45:22 PM EDT,2019-08-28,2019-08-28 16:45:22 +0000,Eastern Time (US & Canada),2184617,p3havensk,,2019-08-28 16:46:15 +0000,2019-08-28 22:59:29 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31676920,https://inaturalist-open-data.s3.amazonaws.com/photos/49600593/medium.jpeg,,"",,2,1,false,2,"Fort Lauderdale, FL 33317, USA",26.1021547,-80.2191139,25,,,,25,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31743051,c54b0a49-1dbe-47c5-8d41-96e980961bdb,Thu Aug 29 2019 14:49:20 GMT-0400 (EDT),2019-08-29,2019-08-29 18:49:20 +0000,Eastern Time (US & Canada),2189729,p8rhaneyj,,2019-08-29 18:50:00 +0000,2019-09-05 18:31:34 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31743051,https://inaturalist-open-data.s3.amazonaws.com/photos/49713210/medium.jpg,,"",,2,0,false,3,"South Plantation High School, Plantation, FL, US",26.102212038,-80.2192900316,34,,,,34,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31743118,6cfadada-8dbd-4978-bfe2-bf4dc98fd8ef,Thu Aug 29 2019 14:50:34 GMT-0400 (EDT),2019-08-29,2019-08-29 18:50:34 +0000,Eastern Time (US & Canada),2189732,p8pizzic,,2019-08-29 18:51:29 +0000,2019-09-08 15:21:39 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/31743118,https://inaturalist-open-data.s3.amazonaws.com/photos/49713390/medium.jpg,,"",,3,0,false,3,"South Plantation High School, Plantation, FL, US",26.1022725793,-80.219078756,53,,,,53,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31897107,f39aa355-1d5d-4ff4-834b-45754abb5d3c,Sat Aug 31 2019 23:24:57 GMT-0400 (EDT),2019-08-31,2019-09-01 03:24:57 +0000,Eastern Time (US & Canada),302506,techgrl18,Sandra H Statner,2019-09-01 04:16:21 +0000,2021-04-25 14:30:59 +0000,research,CC-BY,https://www.inaturalist.org/observations/31897107,https://inaturalist-open-data.s3.amazonaws.com/photos/49972063/medium.jpg,,"",,1,0,false,3,"NW 47th Ave, Coconut Creek, FL, US",26.2671616667,-80.1882633333,65,,,,65,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
31989205,e993afa9-d7a6-48a6-bd4f-20022c40dbf4,Mon Sep 02 2019 11:30:38 GMT-0400 (EDT),2019-09-02,2019-09-02 15:30:38 +0000,Eastern Time (US & Canada),302506,techgrl18,Sandra H Statner,2019-09-02 15:58:52 +0000,2021-04-25 14:30:59 +0000,research,CC-BY,https://www.inaturalist.org/observations/31989205,https://inaturalist-open-data.s3.amazonaws.com/photos/50125649/medium.jpg,,"",,1,0,false,3,"NW 47th Ave, Coconut Creek, FL, US",26.2670383333,-80.1885,65,,,,65,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
32079028,c052a23f-d3b2-4550-a319-2b95aa9a9835,Tue Sep 03 2019 18:31:26 GMT-0400 (EDT),2019-09-03,2019-09-03 22:31:26 +0000,Eastern Time (US & Canada),1938616,raychi,Rachel Robinson,2019-09-03 23:05:42 +0000,2019-09-07 17:23:32 +0000,research,,https://www.inaturalist.org/observations/32079028,https://static.inaturalist.org/photos/50277361/medium.jpg,,"",,2,0,false,3,"NE 3rd Ave, Fort Lauderdale, FL, US",26.1297083333,-80.1417305,16,,,,16,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
32122785,4ef39b12-9a28-4d34-804f-10716787fded,Wed Sep 04 2019 15:41:26 GMT-0400 (EDT),2019-09-04,2019-09-04 19:41:26 +0000,Eastern Time (US & Canada),2184618,p3millerk,,2019-09-04 19:41:51 +0000,2019-09-07 17:22:15 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32122785,https://inaturalist-open-data.s3.amazonaws.com/photos/50350835/medium.jpg,,"",,2,0,false,3,"SW 56th Ave, Plantation, FL, US",26.0979781207,-80.2272676864,5,,,,5,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
32130700,8f4f0708-34c1-4a3c-93fc-c36edfd2167b,Tue Sep 03 2019 22:16:23 GMT-0400 (EDT),2019-09-03,2019-09-04 02:16:23 +0000,Eastern Time (US & Canada),302506,techgrl18,Sandra H Statner,2019-09-04 22:19:07 +0000,2021-04-25 14:30:59 +0000,research,CC-BY,https://www.inaturalist.org/observations/32130700,https://inaturalist-open-data.s3.amazonaws.com/photos/50364477/medium.jpg,,"",,2,0,false,3,"NW 47th Ave, Coconut Creek, FL, US",26.2670033333,-80.1881866667,6,,,,6,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
32209161,d7c0f6fd-72c4-4004-a7ec-933590708901,Fri Sep 06 2019 07:48:08 GMT-0400 (EDT),2019-09-06,2019-09-06 11:48:08 +0000,Eastern Time (US & Canada),2185203,p4kaersenhoutm,,2019-09-06 11:48:19 +0000,2019-09-06 14:32:40 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32209161,https://inaturalist-open-data.s3.amazonaws.com/photos/50497706/medium.jpg,,"",,1,0,false,3,"South Plantation High School, Plantation, FL, US",26.1026629759,-80.2202763409,10,,,,10,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
32209189,b6d803e0-56d5-458b-b366-47c1ed47ebb6,Fri Sep 06 2019 07:48:51 GMT-0400 (EDT),2019-09-06,2019-09-06 11:48:51 +0000,Eastern Time (US & Canada),2218149,p1delpino,,2019-09-06 11:49:08 +0000,2019-09-07 16:55:14 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32209189,https://inaturalist-open-data.s3.amazonaws.com/photos/50497756/medium.jpg,,"",,2,0,false,3,"South Plantation High School, Plantation, FL, US",26.1024215101,-80.2202583838,20,,,,20,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
32766785,cb7ed44e-bddd-4513-9347-e98178015ba0,2013/02/10 2:30 PM EST,2013-02-10,2013-02-10 19:30:00 +0000,Eastern Time (US & Canada),2233645,jak2113,"",2019-09-15 15:15:26 +0000,2025-06-24 16:48:37 +0000,research,,https://www.inaturalist.org/observations/32766785,https://static.inaturalist.org/photos/51415046/medium.jpeg,,"",,2,0,false,,"Dania Beach, FL, USA",26.0882382274,-80.1790809646,413,,,,413,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
33081386,5a4bf18b-af92-4556-ae02-31a662fc4ecd,Fri Sep 20 2019 13:57:56 GMT-0400 (EDT),2019-09-20,2019-09-20 17:57:56 +0000,Eastern Time (US & Canada),1895790,wthompson23,W. Thompson,2019-09-20 17:58:45 +0000,2019-10-30 12:02:13 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33081386,https://inaturalist-open-data.s3.amazonaws.com/photos/51928401/medium.jpg,,"",,2,0,false,3,"S Hollybrook Lake Dr, Pembroke Pines, FL, US",25.9956813167,-80.2689143558,48,,,,48,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
33315856,da6d214b-9822-4f0a-9b8b-d029259ba783,2019-09-24,2019-09-24,,UTC,2279005,johuff421,,2019-09-24 15:04:19 +0000,2019-10-28 12:05:56 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33315856,https://inaturalist-open-data.s3.amazonaws.com/photos/52319060/medium.jpeg,,"",,5,1,false,333,Davie,26.0876126974,-80.3382556921,,,,,,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
33322800,ff891026-485e-4e46-a98c-9188f146fbb8,Mon Sep 23 2019 19:26:42 GMT-0400 (EDT),2019-09-23,2019-09-23 23:26:42 +0000,Eastern Time (US & Canada),1938616,raychi,Rachel Robinson,2019-09-24 17:14:24 +0000,2019-09-24 18:40:15 +0000,research,,https://www.inaturalist.org/observations/33322800,https://static.inaturalist.org/photos/52330147/medium.jpg,,"",,1,0,false,3,"NE 2nd Ave, Fort Lauderdale, FL, US",26.1290833333,-80.1417528333,8,,,,8,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
33325665,9fac23e7-e233-4ee1-b0c5-0bc6eab8776f,2019-09-24 1:41:14 PM EDT,2019-09-24,2019-09-24 17:41:14 +0000,Eastern Time (US & Canada),1453413,wendelyns,Wendelyn Bolles,2019-09-24 18:06:37 +0000,2025-06-24 16:50:53 +0000,research,CC-BY,https://www.inaturalist.org/observations/33325665,https://inaturalist-open-data.s3.amazonaws.com/photos/52335115/medium.jpeg,,"","",3,0,false,2,"Nurmi Isles, Fort Lauderdale, FL 33301, USA",26.12299253,-80.11644104,16,,,,16,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
33339328,784277a2-df4f-4811-92ac-45e73e7105b4,2019/09/22 6:01 PM -0400,2019-09-22,2019-09-22 21:01:00 +0000,Atlantic Time (Canada),363007,eridanxharahi,Eridan Xharahi,2019-09-24 22:11:28 +0000,2023-07-07 15:29:38 +0000,research,CC-BY,https://www.inaturalist.org/observations/33339328,https://inaturalist-open-data.s3.amazonaws.com/photos/52356935/medium.jpeg,,"",,1,0,false,,"Broward County, FL, USA",26.190096,-80.365865,38480,,,,38480,,open,false,,,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461,
