id,observed_on,year,scientific_name,common_name,quality_grade,latitude,longitude,place_guess,url
132616678,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7416805556,-73.9869861111,"New York, New York, United States",https://www.inaturalist.org/observations/132616678
132616680,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7137694444,-74.0070694444,"New York, New York, United States",https://www.inaturalist.org/observations/132616680
132616693,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7082944444,-74.0075416667,"Financial District, New York, NY, USA",https://www.inaturalist.org/observations/132616693
132616696,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7082722222,-74.008,"New York, New York, United States",https://www.inaturalist.org/observations/132616696
132616704,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7082722222,-74.008,"New York, New York, United States",https://www.inaturalist.org/observations/132616704
132616711,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7091972222,-74.0079888889,"Financial District, New York, NY, USA",https://www.inaturalist.org/observations/132616711
132616713,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7138805556,-74.0096361111,"New York, New York, United States",https://www.inaturalist.org/observations/132616713
132616721,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7138805556,-74.0096361111,"New York, New York, United States",https://www.inaturalist.org/observations/132616721
132616726,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7138805556,-74.0096361111,"New York, New York, United States",https://www.inaturalist.org/observations/132616726
132616735,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7138805556,-74.0096361111,"New York, New York, United States",https://www.inaturalist.org/observations/132616735
132616736,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7138805556,-74.0096361111,"New York, New York, United States",https://www.inaturalist.org/observations/132616736
132616740,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7138805556,-74.0096361111,"Financial District, New York, NY, USA",https://www.inaturalist.org/observations/132616740
132616754,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7138805556,-74.0096361111,"New York, New York, United States",https://www.inaturalist.org/observations/132616754
132616757,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7138805556,-74.0096361111,"New York, New York, United States",https://www.inaturalist.org/observations/132616757
132619976,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.4495722222,-74.3215305556,"Sayreville, NJ 08872, USA",https://www.inaturalist.org/observations/132619976
132620819,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,39.949225,-75.1560666667,"Thomas Jefferson University Hospital, Philadelphia, PA, US",https://www.inaturalist.org/observations/132620819
132627055,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,40.2899658997,-74.7049384,"Trenton, NJ 08648, USA",https://www.inaturalist.org/observations/132627055
132630811,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,41.1250563474,-74.1093076766,"Montebello, NY 10901, USA",https://www.inaturalist.org/observations/132630811
132636647,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.5146783333,-80.15798,"Allegheny, Pennsylvania, United States",https://www.inaturalist.org/observations/132636647
132645234,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6832580566,-73.9617843628,New York,https://www.inaturalist.org/observations/132645234
132649396,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6909366667,-74.0460055,"Statue of Liberty, New York, NY, US",https://www.inaturalist.org/observations/132649396
132657711,2022-08-21,2022,Lycorma delicatula,Spotted Lanternfly,research,40.4543914691,-79.9416519419,"UPMC Shadyside, Pittsburgh, PA, US",https://www.inaturalist.org/observations/132657711
132662686,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.95685316,-73.8939555884,"Old Croton Trailway State Park, Yonkers, NY, US",https://www.inaturalist.org/observations/132662686
132663082,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8747133333,-74.534255,"S Salem St, Randolph, NJ, US",https://www.inaturalist.org/observations/132663082
132668281,2021-09-12,2021,Lycorma delicatula,Spotted Lanternfly,research,39.8852366667,-75.0036472167,"Howard Johnson Rd, Cherry Hill, NJ, US",https://www.inaturalist.org/observations/132668281
132669556,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.4530944824,-80.0102767944,Pittsburgh,https://www.inaturalist.org/observations/132669556
132674300,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7430738855,-73.6199619131,"Country Glen Center, Carle Place, NY, US",https://www.inaturalist.org/observations/132674300
132674356,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7431616667,-73.61972,"Country Glen Center, Carle Place, NY, US",https://www.inaturalist.org/observations/132674356
132677657,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.9088446284,-75.0833104738,"Newton Ave, Collingswood, NJ, US",https://www.inaturalist.org/observations/132677657
132681301,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.97926881,-75.19499216,"Philadelphia, PA 19121, USA",https://www.inaturalist.org/observations/132681301
132687259,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.5664672852,-76.6116638184,Monkton,https://www.inaturalist.org/observations/132687259
132693263,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.4538574219,-80.014213562,Pittsburgh,https://www.inaturalist.org/observations/132693263
132693796,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.60295,-76.661605,"Bunker Hill Rd, Parkton, MD, US",https://www.inaturalist.org/observations/132693796
132694615,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8860060117,-75.1519974056,"Pennsylvania, US",https://www.inaturalist.org/observations/132694615
132696269,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6680641174,-73.9616775513,Kings County,https://www.inaturalist.org/observations/132696269
132699913,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9026133333,-74.563745,"Mount Pleasant Ave, Dover, NJ, US",https://www.inaturalist.org/observations/132699913
132701788,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.588395,-75.0553138333,"Little York Mount Pleasant Rd, Milford, NJ, US",https://www.inaturalist.org/observations/132701788
132702413,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.0154645156,-75.2282140238,"West Laurel Hill Cemetery and Funeral Home, Bala Cynwyd, PA, US",https://www.inaturalist.org/observations/132702413
132702808,2022-08-21,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8773583333,-74.1869716667,"Quarry Dr, Woodland Park, NJ, US",https://www.inaturalist.org/observations/132702808
132704157,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9063805826,-74.0655600932,"Lincoln Ave, Maywood, NJ, US",https://www.inaturalist.org/observations/132704157
132708143,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.5875388889,-76.0648777778,"Perryville, MD 21903, USA",https://www.inaturalist.org/observations/132708143
132709926,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7759628296,-73.9552841187,New York,https://www.inaturalist.org/observations/132709926
132714105,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,39.7086234625,-77.7834145946,"Washington County, MD, USA",https://www.inaturalist.org/observations/132714105
132714688,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.69128,-73.9822833333,"DeKalb Av, New York, NY, US",https://www.inaturalist.org/observations/132714688
132726356,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7112616667,-74.01234445,"WTC Cortlandt, New York, NY, US",https://www.inaturalist.org/observations/132726356
132732823,2022-08-23,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7503379591,-77.945756726,Pennsylvania,https://www.inaturalist.org/observations/132732823
132732910,2022-08-23,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6657665837,-78.0687054992,Pennsylvania,https://www.inaturalist.org/observations/132732910
132733544,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,39.6897109337,-76.3735949993,"Pylesville, MD, USA",https://www.inaturalist.org/observations/132733544
132746477,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.6507116667,-76.26625,"Whiteford Rd, Street, MD, US",https://www.inaturalist.org/observations/132746477
132771079,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9082861111,-73.8924111111,"The Bronx, NY, USA",https://www.inaturalist.org/observations/132771079
132771137,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8914566667,-73.8884816667,"Bronx, New York, United States",https://www.inaturalist.org/observations/132771137
132772377,2022-08-24,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6034883333,-73.93193,"Long Island, New York, NY, US",https://www.inaturalist.org/observations/132772377
132798720,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8992018,-73.86907135,"E 238th St, New York, NY, US",https://www.inaturalist.org/observations/132798720
132802609,2022-07-22,2022,Lycorma delicatula,Spotted Lanternfly,research,39.6057383333,-74.364075,"Stage Rd, Little Egg Harbor Twp, NJ, US",https://www.inaturalist.org/observations/132802609
132803436,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,41.0409055,-73.8644333333,"N Broadway, Irvington, NY, US",https://www.inaturalist.org/observations/132803436
132805226,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7163687988,-74.015438425,"Manhattan, New York, NY, US",https://www.inaturalist.org/observations/132805226
132808898,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.83393,-74.7286533333,"River Rd, Flanders, NJ, US",https://www.inaturalist.org/observations/132808898
132809030,2022-08-05,2022,Lycorma delicatula,Spotted Lanternfly,research,38.943803333300004,-76.5150616667,"Harness Creek Rd, Annapolis, MD, US",https://www.inaturalist.org/observations/132809030
132809336,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8115216667,-74.7325366667,"Columbia Trail, Long Valley, NJ, US",https://www.inaturalist.org/observations/132809336
132809436,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.80832,-74.7314216667,"Bartley Rd, Long Valley, NJ, US",https://www.inaturalist.org/observations/132809436
132818350,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.0082629722,-76.303999,"Lancaster Township, PA, USA",https://www.inaturalist.org/observations/132818350
132819260,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.451675,-79.9844416667,"Strip District, Pittsburgh, PA, USA",https://www.inaturalist.org/observations/132819260
132819724,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.7131497847,-76.8469941315,"Carroll County, MD, USA",https://www.inaturalist.org/observations/132819724
132822345,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6667366667,-73.9618066667,"Prospect Park (incl. Brooklyn Botanic Garden), Kings, New York, United States",https://www.inaturalist.org/observations/132822345
132824656,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7733154297,-74.7615661621,Long Valley,https://www.inaturalist.org/observations/132824656
132831870,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8404425297,-73.938452711,"Manhattan, New York, NY, US",https://www.inaturalist.org/observations/132831870
132834044,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9482466667,-73.70025,"Marshlands Conservancy, Rye, NY, US",https://www.inaturalist.org/observations/132834044
132834061,2022-08-24,2022,Lycorma delicatula,Spotted Lanternfly,research,40.710995,-74.0141222167,"9/11 Memorial & Museum, New York, NY, US",https://www.inaturalist.org/observations/132834061
132837402,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7788083333,-74.720505,"Cooper Gristmill, Chester, NJ, US",https://www.inaturalist.org/observations/132837402
132837493,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7788,-74.720505,"Cooper Gristmill, Chester, NJ, US",https://www.inaturalist.org/observations/132837493
132837572,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.039845,-76.29997,"E Orange St, Lancaster, PA, US",https://www.inaturalist.org/observations/132837572
132837622,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7787883333,-74.7205366667,"Cooper Gristmill, Chester, NJ, US",https://www.inaturalist.org/observations/132837622
132841738,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7771798692,-73.9700935093,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/132841738
132843484,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,39.9496459961,-75.1505813599,Philadelphia,https://www.inaturalist.org/observations/132843484
132848089,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.910575,-76.0987083333,"Green Mountain Rd, Hazleton, PA, US",https://www.inaturalist.org/observations/132848089
132848253,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9105797066,-76.0977705383,"Green Mountain Rd, Hazleton, PA, US",https://www.inaturalist.org/observations/132848253
132852840,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,39.65758,-75.5650333333,"New Castle Battery Park, New Castle, DE, US",https://www.inaturalist.org/observations/132852840
132853804,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7182916667,-74.01483055,"Rockefeller Park, New York, NY, US",https://www.inaturalist.org/observations/132853804
132856629,2022-08-27,2022,Lycorma delicatula,Spotted Lanternfly,research,40.266040802,-76.8863220215,Harrisburg,https://www.inaturalist.org/observations/132856629
132856802,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7981479695,-74.4754371567,"Lafayette Ave, Morristown, NJ, US",https://www.inaturalist.org/observations/132856802
132857352,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8044718544,-75.9248606354,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132857352
132857395,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8045391831,-75.9244097665,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132857395
132858456,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8048734765,-75.9257266808,"Lincoln University, Lincoln University, PA, US",https://www.inaturalist.org/observations/132858456
132859727,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8047063183,-75.9246235971,"Chester County, US-PA, US",https://www.inaturalist.org/observations/132859727
132859792,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,39.804612384,-75.9246241952,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132859792
132859818,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8309040592,-74.1115664319,"Felician University, Rutherford, NJ, US",https://www.inaturalist.org/observations/132859818
132865231,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,39.884095,-75.2490166667,"Bartram Ave, Philadelphia, PA, US",https://www.inaturalist.org/observations/132865231
132865788,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.083857305,-75.2227754589,"Morris Arboretum of the University of Pennsylvania, Philadelphia, PA, US",https://www.inaturalist.org/observations/132865788
132869653,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.4310087259,-79.8325870522,"Allegheny County, US-PA, US",https://www.inaturalist.org/observations/132869653
132869804,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.5208315168,-79.9748638346,"Allegheny County, US-PA, US",https://www.inaturalist.org/observations/132869804
132870664,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6398656,-74.1645594,"Richmond Terrace/Grandview Ave, Staten Island, NY 10303, USA",https://www.inaturalist.org/observations/132870664
132871411,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.5301521481,-74.4153722003,"Piscataway, NJ 08854, USA",https://www.inaturalist.org/observations/132871411
132875503,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7421283333,-73.7802583333,"Kissena Corridor Park, New York, NY, US",https://www.inaturalist.org/observations/132875503
132876390,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.4374083333,-79.9919138889,"Uptown, Pittsburgh, PA, USA",https://www.inaturalist.org/observations/132876390
132884918,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6923870793,-74.4270067894,"Berkeley Heights, NJ, USA",https://www.inaturalist.org/observations/132884918
132886361,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8499470454,-74.9221419699,"NJ-73 N, Voorhees, NJ, US",https://www.inaturalist.org/observations/132886361
132887228,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,41.3988579997,-75.6586025997,"S Web Orchrd I, Scranton, PA 18505, USA",https://www.inaturalist.org/observations/132887228
132890203,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7251349767,-73.9954640075,"Broadway–Lafayette St, New York, NY, US",https://www.inaturalist.org/observations/132890203
132893684,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,39.951145,-75.1853716667,"Penn Park, Philadelphia, PA, US",https://www.inaturalist.org/observations/132893684
132894101,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7739416667,-74.5913466667,"Mendham, NJ, US",https://www.inaturalist.org/observations/132894101
132902116,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7184033333,-74.01476945,"Rockefeller Park, New York, NY, US",https://www.inaturalist.org/observations/132902116
132929361,2022-08-28,2022,Lycorma delicatula,Spotted Lanternfly,research,41.2846435,-75.8810995997,"Swoyersville, PA 18704, USA",https://www.inaturalist.org/observations/132929361
132939503,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.4666607088,-74.5150456549,"New Jersey, US",https://www.inaturalist.org/observations/132939503
132942486,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7169,-74.0150138833,"Manhattan, New York, NY, US",https://www.inaturalist.org/observations/132942486
132945470,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.5832849462,-74.617110582,"Bridgewater Township, NJ, USA",https://www.inaturalist.org/observations/132945470
132947254,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,41.163032027,-73.4024844971,"Cranbury Park and Gallaher Mansion, Norwalk, CT, US",https://www.inaturalist.org/observations/132947254
132959968,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9575309753,-74.0650024414,Paramus,https://www.inaturalist.org/observations/132959968
132960541,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9574277,-74.06506218,"Paramus, NJ 07652, USA",https://www.inaturalist.org/observations/132960541
132961591,2022-08-24,2022,Lycorma delicatula,Spotted Lanternfly,research,40.2104773467,-75.9660584483,"Pennsylvania, US",https://www.inaturalist.org/observations/132961591
132966537,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7776916667,-74.7206283333,"Chester, NJ, US",https://www.inaturalist.org/observations/132966537
132973420,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.1987230266,-76.7437906378,"Penn State Harrisburg, Middletown, PA, US",https://www.inaturalist.org/observations/132973420
132973841,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.1987326239,-76.7438617163,"Penn State Harrisburg, Middletown, PA, US",https://www.inaturalist.org/observations/132973841
132979930,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,41.3565254211,-76.5566101074,Muncy Valley,https://www.inaturalist.org/observations/132979930
132982038,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8042861699,-75.9248758481,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132982038
132982133,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8043095997,-75.9248442124,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132982133
132982242,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8043157161,-75.9247775283,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132982242
132982270,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8042806797,-75.9251532891,"Lincoln University, Lincoln University, PA, US",https://www.inaturalist.org/observations/132982270
132982466,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8043896445,-75.9249670432,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132982466
132982642,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.804301738,-75.9248303038,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132982642
132982707,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8042465136,-75.9248336102,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132982707
132983109,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8046882514,-75.9245345694,"Lincoln University, Lincoln University, PA, US",https://www.inaturalist.org/observations/132983109
132983320,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8044775287,-75.9246170987,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132983320
132983806,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8041816783,-75.924379017,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132983806
132983924,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.803956218,-75.9255901844,"Lincoln University, Lincoln University, PA, US",https://www.inaturalist.org/observations/132983924
132985909,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7740366667,-74.7221533333,"Chester, NJ, US",https://www.inaturalist.org/observations/132985909
132991556,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.239321,-75.7894609,"Sixpenny Creek, Union Township, Berks Co., PA, USA",https://www.inaturalist.org/observations/132991556
132992353,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8033307409,-74.1122309492,"Valley Brook Ave, Lyndhurst, NJ, US",https://www.inaturalist.org/observations/132992353
132992452,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.574345,-74.60978,"N Bridge St, Somerville, NJ, US",https://www.inaturalist.org/observations/132992452
132997468,2022-08-11,2022,Lycorma delicatula,Spotted Lanternfly,research,39.95066169,-75.15047876,"Market St & 6th St, Philadelphia, PA 19106, USA",https://www.inaturalist.org/observations/132997468
132998812,2022-08-02,2022,Lycorma delicatula,Spotted Lanternfly,research,39.9540633333,-75.1604166667,"Arch St, Philadelphia, PA, US",https://www.inaturalist.org/observations/132998812
132999269,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.8044966667,-75.9246833333,"W Baltimore Pike, Lincoln University, PA, US",https://www.inaturalist.org/observations/132999269
132999777,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.49766936,-80.0640352,"Avalon, PA 15202, USA",https://www.inaturalist.org/observations/132999777
133003168,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7299079388,-73.7636057692,"Cunningham Park, New York, NY, US",https://www.inaturalist.org/observations/133003168
133005332,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,38.5643615723,-75.1005859375,Ocean View,https://www.inaturalist.org/observations/133005332
133005887,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.75098,-74.7322533333,"Long Valley, NJ, US",https://www.inaturalist.org/observations/133005887
133006535,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.83365,-74.72912,"River Rd, Flanders, NJ, US",https://www.inaturalist.org/observations/133006535
133008330,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,39.512580046,-75.980801305400007,"Cecil County, MD, USA",https://www.inaturalist.org/observations/133008330
133009286,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7841815665,-74.0087592298,"Donnelly Memorial Park, West New York, NJ, US",https://www.inaturalist.org/observations/133009286
133010091,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7166270694,-74.3632825706,"Summit, NJ, USA",https://www.inaturalist.org/observations/133010091
133012109,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7566966667,-74.625655,"Logan Ct, Mendham, NJ, US",https://www.inaturalist.org/observations/133012109
133015121,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6767216667,-78.2344883333,"E 15th St, Tyrone, PA, US",https://www.inaturalist.org/observations/133015121
133025433,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9066233215,-74.0529623839,"Borg'S Woods Nature Preserve, Hackensack, NJ, US",https://www.inaturalist.org/observations/133025433
133025612,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7292080339,-73.7623698228,"Cunningham Park, New York, NY, US",https://www.inaturalist.org/observations/133025612
133025621,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7300792406,-73.7635304127,"Cunningham Park, New York, NY, US",https://www.inaturalist.org/observations/133025621
133025649,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7296795323,-73.7612698469,"Cunningham Park, New York, NY, US",https://www.inaturalist.org/observations/133025649
133029354,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7767606417,-73.967790125,"Central Park, New York, NY, USA",https://www.inaturalist.org/observations/133029354
133032748,2022-08-21,2022,Lycorma delicatula,Spotted Lanternfly,research,39.6309366667,-77.551575,"South Mountain, Washington County, US-MD, Appalachian National Scenic Trail, US",https://www.inaturalist.org/observations/133032748
133033817,2022-08-29,2022,Lycorma delicatula,Spotted Lanternfly,research,40.769142,-74.597866,"Charolais Farm Rd, Mendham, NJ, US",https://www.inaturalist.org/observations/133033817
133034911,2022-08-26,2022,Lycorma delicatula,Spotted Lanternfly,research,40.6042885062,-74.1627773673,"Staten Island, New York, NY, US",https://www.inaturalist.org/observations/133034911
133040085,2022-08-17,2022,Lycorma delicatula,Spotted Lanternfly,research,39.603655,-75.5513166667,"Pennsville, NJ, US",https://www.inaturalist.org/observations/133040085
133044291,2022-08-20,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7660776837,-73.9545352277,"Central Park West Historic District, New York, NY, USA",https://www.inaturalist.org/observations/133044291
133055817,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9107133333,-76.0974278333,"Green Mountain Rd, Hazleton, PA, US",https://www.inaturalist.org/observations/133055817
133067283,2022-08-31,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7167583333,-74.0157916667,"Teardrop Park, New York, NY, US",https://www.inaturalist.org/observations/133067283
133068503,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,38.6910753544,-76.6676455418,"Hall Creek Ln, Owings, MD, US",https://www.inaturalist.org/observations/133068503
133071261,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.5452896944,-74.6246229722,"Hillsborough Township, NJ, USA",https://www.inaturalist.org/observations/133071261
133077728,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.9041090547,-73.8920347822,"Van Cortlandt Park, New York, NY, US",https://www.inaturalist.org/observations/133077728
133081372,2022-08-31,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7032470703,-74.0071105957,New York,https://www.inaturalist.org/observations/133081372
133091151,2022-08-31,2022,Lycorma delicatula,Spotted Lanternfly,research,40.7295357347,-73.7623120327,"Cunningham Park, New York, NY, US",https://www.inaturalist.org/observations/133091151
133092061,2022-08-30,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8079833333,-73.959695,"Columbia University, New York, NY, US",https://www.inaturalist.org/observations/133092061
